Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
36,No,Travel_Rarely,1296,Research & Development,13,3,Life Sciences,2586,1,Male,92,3,3,Laboratory Technician,3,Divorced,8849,5073,2,No,16,3,3,1,21,4,3,21,5,2,3
28,Yes,Travel_Rarely,1014,Research & Development,2,3,Medical,2587,4,Male,37,3,4,Healthcare Representative,3,Divorced,14903,16952,6,Yes,11,4,4,0,19,0,2,19,2,1,4
36,Yes,Non-Travel,952,Sales,3,2,Life Sciences,2588,1,Male,88,4,2,Sales Representative,4,Divorced,5111,20572,0,Yes,19,3,4,1,14,3,2,0,0,0,0
33,Yes,Travel_Rarely,1048,Research & Development,21,3,Life Sciences,2589,1,Male,69,3,5,Research Director,4,Divorced,17336,25794,0,No,13,3,4,1,12,2,2,7,4,2,3
38,No,Travel_Rarely,623,Research & Development,27,3,Medical,2590,2,Female,30,2,2,Research Director,2,Divorced,4371,26532,0,No,15,3,3,1,12,2,2,3,3,1,3
32,No,Travel_Rarely,251,Research & Development,29,4,Marketing,2591,4,Male,35,3,2,Manager,3,Divorced,6382,15977,0,No,14,3,4,2,16,3,3,1,1,0,1
28,No,Travel_Rarely,232,Research & Development,23,4,Technical Degree,2592,4,Female,99,3,1,Laboratory Technician,1,Married,2294,4068,2,No,11,3,1,1,0,3,1,0,0,0,0
48,No,Travel_Frequently,243,Research & Development,9,4,Life Sciences,2593,1,Female,90,3,4,Manufacturing Director,3,Married,12910,3133,5,No,16,3,4,3,12,2,3,6,4,0,4
47,No,Travel_Rarely,470,Research & Development,11,3,Marketing,2594,3,Male,47,3,2,Research Scientist,4,Married,4373,23115,6,No,14,3,2,0,23,0,1,3,3,0,3
39,No,Travel_Rarely,1424,Sales,6,2,Life Sciences,2595,2,Male,83,1,3,Sales Executive,4,Single,10281,14364,3,No,11,3,3,1,15,5,3,2,2,0,2
41,No,Travel_Rarely,885,Research & Development,5,3,Life Sciences,2596,3,Male,87,4,1,Manager,4,Married,2448,14463,3,No,14,3,2,0,14,1,3,9,0,1,5
39,No,Non-Travel,1457,Research & Development,1,3,Other,2597,4,Male,99,3,3,Manufacturing Director,3,Single,7780,6451,5,No,11,4,4,0,5,2,3,0,0,0,0
22,No,Travel_Rarely,814,Research & Development,6,3,Marketing,2598,4,Male,45,2,2,Laboratory Technician,4,Married,5626,7942,1,No,16,3,1,1,21,3,4,21,11,2,10
41,No,Travel_Frequently,906,Research & Development,1,5,Medical,2599,1,Male,97,3,2,Research Director,4,Divorced,4637,6266,3,No,15,3,1,0,6,3,4,1,1,0,1
38,Yes,Travel_Frequently,558,Research & Development,1,3,Medical,2600,4,Male,30,3,2,Manufacturing Director,4,Single,6041,26872,0,No,12,3,4,0,18,2,2,9,3,6,1
41,No,Travel_Rarely,713,Research & Development,7,4,Other,2601,2,Male,89,2,2,Laboratory Technician,3,Married,4845,24163,2,No,13,3,1,0,15,4,3,0,0,0,0
26,No,Travel_Rarely,970,Research & Development,29,5,Other,2602,4,Female,98,3,2,Research Director,4,Divorced,6404,14522,1,No,11,3,1,0,5,2,3,5,1,1,5
20,Yes,Travel_Frequently,608,Research & Development,1,3,Medical,2603,3,Female,88,4,1,Laboratory Technician,4,Married,2199,13436,9,No,16,3,4,0,9,2,3,3,3,2,0
30,No,Travel_Rarely,488,Human Resources,3,5,Medical,2604,3,Female,44,3,2,Manager,3,Single,4673,3149,1,Yes,11,4,4,0,14,3,2,12,0,0,0
50,Yes,Travel_Rarely,960,Research & Development,6,4,Other,2605,1,Male,32,4,1,Manufacturing Director,1,Single,2689,9980,5,No,15,3,3,0,6,3,3,6,5,1,1
35,No,Travel_Rarely,308,Research & Development,1,2,Life Sciences,2606,3,Male,34,3,5,Research Scientist,4,Divorced,17135,16722,0,Yes,15,3,4,2,10,3,3,10,4,1,2
60,Yes,Travel_Rarely,201,Research & Development,8,3,Life Sciences,2607,4,Female,61,3,1,Manufacturing Director,4,Divorced,3086,26360,0,No,13,3,3,1,7,4,3,7,0,4,1
41,Yes,Travel_Rarely,1000,Research & Development,6,3,Other,2608,2,Female,59,3,2,Manufacturing Director,2,Single,5633,19780,0,Yes,19,3,2,0,16,3,2,6,0,2,6
43,No,Travel_Frequently,217,Research & Development,17,3,Medical,2609,1,Female,47,1,5,Manager,2,Single,19999,18605,0,No,11,3,4,1,5,3,3,2,2,1,2
31,No,Travel_Rarely,581,Sales,11,4,Life Sciences,2610,3,Female,70,3,2,Sales Representative,4,Single,5862,21016,3,Yes,17,3,2,1,16,2,2,4,0,4,4
52,Yes,Travel_Rarely,1479,Research & Development,1,5,Medical,2611,4,Female,71,3,4,Manufacturing Director,3,Married,12100,9856,1,Yes,11,3,1,0,2,1,3,2,0,2,2
35,Yes,Travel_Frequently,395,Sales,5,3,Medical,2612,3,Male,96,3,2,Sales Executive,4,Married,6081,9337,1,Yes,15,3,3,2,26,5,3,2,0,0,2
35,No,Non-Travel,665,Research & Development,20,3,Marketing,2613,4,Female,37,3,2,Laboratory Technician,3,Married,4072,20336,2,Yes,17,3,3,2,14,2,1,5,0,2,5
28,Yes,Travel_Rarely,460,Sales,25,4,Medical,2614,1,Male,84,2,1,Sales Representative,4,Married,2483,20308,6,No,13,3,3,1,20,3,3,14,14,2,3
40,No,Travel_Rarely,807,Sales,5,3,Medical,2615,3,Female,78,3,2,Sales Executive,3,Divorced,5635,19279,0,No,15,4,1,1,14,2,3,14,8,0,6
41,Yes,Travel_Rarely,954,Research & Development,1,2,Life Sciences,2616,4,Female,82,3,1,Healthcare Representative,4,Married,2050,6983,0,No,16,3,4,1,12,2,3,4,0,1,1
48,No,Non-Travel,478,Research & Development,1,3,Life Sciences,2617,4,Female,98,4,3,Research Director,3,Married,6956,17610,4,Yes,14,3,4,1,25,3,3,25,2,2,3
41,Yes,Travel_Rarely,563,Research & Development,1,3,Marketing,2618,2,Female,68,4,2,Laboratory Technician,4,Single,4592,25279,1,No,11,4,1,3,17,5,3,9,2,1,0
28,No,Travel_Rarely,1050,Research & Development,9,3,Life Sciences,2619,4,Male,37,3,3,Healthcare Representative,2,Married,10230,20522,9,No,11,3,4,0,13,3,1,2,1,2,2
34,No,Travel_Rarely,955,Research & Development,11,1,Life Sciences,2620,4,Male,97,3,1,Manager,3,Divorced,2986,6487,9,No,15,3,4,1,2,2,3,2,0,1,2
60,No,Travel_Rarely,624,Sales,2,4,Life Sciences,2621,3,Male,56,3,2,Sales Executive,3,Married,5618,12916,2,No,17,4,1,3,11,2,1,1,0,0,0
23,No,Travel_Rarely,1023,Sales,16,4,Life Sciences,2622,4,Female,77,2,1,Manager,3,Married,2467,5123,2,No,12,3,3,2,13,0,2,9,7,2,1
43,Yes,Travel_Rarely,492,Research & Development,10,4,Life Sciences,2623,2,Male,36,1,2,Healthcare Representative,2,Married,4097,10890,9,Yes,12,3,1,1,9,3,3,0,0,0,0
41,Yes,Non-Travel,1340,Sales,8,4,Life Sciences,2624,3,Male,35,3,1,Sales Executive,4,Married,3235,4478,1,No,15,3,3,1,21,6,3,21,6,0,7
26,No,Travel_Rarely,1305,Research & Development,16,1,Medical,2625,2,Male,57,1,2,Manager,3,Divorced,5371,17802,1,No,15,3,1,2,16,3,4,7,7,2,2
35,Yes,Travel_Rarely,783,Research & Development,8,4,Life Sciences,2626,2,Male,68,1,1,Manager,1,Single,2335,2596,0,No,21,4,4,0,13,2,3,2,2,1,0
43,No,Non-Travel,491,Research & Development,11,4,Medical,2627,4,Male,45,2,3,Research Scientist,2,Married,6721,26567,0,No,14,3,3,1,8,3,1,8,5,2,4
37,No,Travel_Rarely,1082,Research & Development,12,4,Life Sciences,2628,3,Male,61,3,2,Healthcare Representative,4,Single,4563,24888,8,No,16,3,3,3,5,2,3,4,1,4,0
43,No,Non-Travel,520,Research & Development,6,2,Life Sciences,2629,4,Female,80,3,2,Research Scientist,1,Married,6473,9936,1,No,15,3,1,0,18,2,3,1,1,0,1
38,No,Travel_Rarely,681,Research & Development,11,1,Life Sciences,2630,1,Female,78,2,2,Laboratory Technician,3,Married,6187,17372,2,No,19,3,4,0,17,2,3,11,2,1,9
41,Yes,Travel_Rarely,837,Research & Development,8,4,Life Sciences,2631,4,Male,69,2,1,Laboratory Technician,3,Married,2780,10664,0,No,16,3,2,1,14,3,3,0,0,0,0
53,No,Travel_Rarely,1120,Research & Development,1,2,Technical Degree,2632,4,Male,89,3,3,Research Scientist,1,Married,6858,5325,0,No,11,3,3,0,10,2,2,10,4,0,6
42,No,Travel_Frequently,1063,Research & Development,1,4,Life Sciences,2633,4,Male,70,4,5,Research Director,4,Married,15658,8750,9,No,17,3,4,1,8,3,3,8,8,2,5
43,No,Travel_Rarely,949,Research & Development,29,3,Technical Degree,2634,3,Female,35,3,2,Manufacturing Director,2,Single,5224,20526,0,No,14,3,3,0,18,0,2,0,0,0,0
36,No,Travel_Rarely,400,Research & Development,14,3,Life Sciences,2635,4,Male,32,3,5,Manager,3,Married,15761,10639,0,No,17,3,3,1,16,2,3,11,3,5,0
27,Yes,Travel_Rarely,1298,Human Resources,20,3,Life Sciences,2636,2,Female,83,3,1,Manager,3,Married,2772,11766,1,No,15,3,3,3,8,3,1,0,0,0,0
43,Yes,Travel_Rarely,777,Research & Development,6,4,Marketing,2637,3,Female,59,3,2,Healthcare Representative,1,Single,6022,14540,0,Yes,14,3,4,2,5,3,3,0,0,0,0
37,No,Travel_Rarely,605,Sales,24,4,Marketing,2638,1,Female,93,3,3,Sales Executive,3,Divorced,10164,20137,1,No,11,3,4,1,9,4,3,9,9,0,7
51,No,Travel_Rarely,793,Sales,6,1,Medical,2639,3,Female,62,3,1,Sales Executive,1,Married,2752,18105,0,No,15,3,3,0,5,3,2,0,0,0,0
51,Yes,Travel_Frequently,1416,Research & Development,7,3,Life Sciences,2640,1,Male,92,1,4,Healthcare Representative,3,Divorced,14303,17194,0,No,12,3,4,0,18,3,2,10,1,2,1
47,No,Travel_Rarely,823,Sales,6,5,Medical,2641,2,Female,51,3,2,Sales Executive,4,Divorced,5487,6680,2,No,14,3,3,1,12,3,2,12,0,1,7
37,No,Travel_Frequently,1102,Research & Development,3,3,Life Sciences,2642,3,Male,53,3,5,Manufacturing Director,3,Married,19999,19858,0,No,18,3,3,2,8,3,3,4,0,4,4
36,No,Travel_Rarely,222,Research & Development,1,4,Life Sciences,2643,2,Male,97,4,1,Healthcare Representative,3,Single,2076,3202,4,Yes,12,3,1,0,17,4,4,11,5,2,3
38,No,Travel_Rarely,254,Sales,8,4,Medical,2644,4,Male,36,2,2,Sales Executive,3,Single,5706,2303,0,No,16,3,4,1,4,1,3,0,0,0,0
34,No,Travel_Frequently,1393,Sales,3,3,Life Sciences,2645,3,Female,59,3,1,Sales Representative,4,Single,2476,4321,0,No,14,3,2,0,13,4,2,10,0,3,5
38,Yes,Travel_Rarely,120,Sales,3,3,Marketing,2646,2,Male,57,3,2,Sales Representative,3,Married,5200,18665,1,Yes,13,3,1,1,6,3,3,6,3,1,0
33,No,Non-Travel,225,Research & Development,2,3,Medical,2647,4,Male,91,2,2,Research Scientist,3,Divorced,5567,23697,0,No,17,3,1,1,16,3,3,0,0,0,0
34,Yes,Travel_Rarely,115,Sales,2,3,Life Sciences,2648,4,Female,98,1,1,Sales Executive,2,Single,2355,20170,3,No,12,4,3,1,10,2,4,0,0,0,0
30,Yes,Travel_Rarely,136,Sales,1,2,Life Sciences,2649,1,Male,97,3,1,Sales Executive,2,Divorced,2336,25758,2,No,11,3,2,0,10,2,3,6,2,1,1
31,No,Travel_Rarely,689,Research & Development,25,4,Technical Degree,2650,3,Female,32,2,2,Manager,1,Divorced,4977,18550,0,No,11,3,3,1,6,1,1,5,4,3,5
38,Yes,Travel_Rarely,1482,Research & Development,6,2,Marketing,2651,2,Male,85,3,1,Manufacturing Director,4,Divorced,2102,7968,1,Yes,16,3,3,1,2,2,2,2,1,1,2
38,No,Travel_Frequently,299,Sales,10,4,Technical Degree,2652,1,Female,97,3,5,Manager,4,Married,18467,6973,0,No,11,3,3,1,18,2,3,18,2,1,9
29,No,Travel_Rarely,1371,Research & Development,1,4,Medical,2653,1,Male,97,1,4,Research Scientist,3,Single,14249,10365,3,No,11,3,3,2,2,3,2,2,0,2,2
21,No,Non-Travel,649,Sales,1,3,Life Sciences,2654,4,Male,80,2,2,Manager,4,Married,5902,4683,1,Yes,16,3,1,0,23,2,3,5,0,2,0
40,Yes,Travel_Rarely,933,Sales,10,3,Medical,2655,1,Male,88,3,2,Sales Executive,3,Single,4392,20607,1,Yes,16,3,1,1,8,3,2,8,8,0,0
26,No,Travel_Rarely,564,Research & Development,11,4,Medical,2656,4,Female,68,3,2,Healthcare Representative,4,Married,5791,24508,5,Yes,13,3,2,0,22,2,3,14,12,2,8
35,No,Travel_Rarely,267,Research & Development,26,4,Human Resources,2657,2,Male,34,3,2,Laboratory Technician,1,Married,5688,5157,6,No,17,3,2,2,6,2,3,6,6,4,3
43,Yes,Travel_Frequently,874,Research & Development,10,4,Technical Degree,2658,3,Male,100,3,2,Healthcare Representative,4,Divorced,5033,17691,5,Yes,16,3,4,1,13,0,4,4,1,1,4
46,No,Travel_Rarely,121,Sales,8,1,Medical,2659,4,Male,51,3,2,Manager,1,Married,4969,4803,0,No,14,3,1,1,5,2,3,1,0,0,1
49,No,Travel_Rarely,990,Research & Development,1,3,Marketing,2660,2,Male,72,3,2,Research Director,3,Married,6145,20635,3,Yes,13,3,4,3,12,0,1,12,11,8,0
23,No,Travel_Rarely,297,Research & Development,15,1,Life Sciences,2661,2,Male,97,3,3,Manager,3,Married,7618,3488,3,No,12,3,4,2,20,3,3,0,0,0,0
48,Yes,Travel_Frequently,1262,Human Resources,1,3,Human Resources,2662,4,Male,90,4,1,Manager,3,Married,2083,10977,2,No,11,3,1,2,3,2,3,3,2,0,3
37,No,Travel_Rarely,254,Human Resources,3,2,Life Sciences,2663,4,Male,65,3,2,Human Resources,4,Married,5921,19888,0,No,20,3,4,0,9,3,3,9,3,0,0
20,Yes,Travel_Frequently,169,Sales,15,1,Life Sciences,2664,1,Female,52,3,1,Sales Executive,1,Married,2499,12399,5,No,11,3,2,0,19,4,3,1,1,0,0
34,No,Travel_Rarely,526,Research & Development,1,4,Medical,2665,1,Male,48,4,1,Manufacturing Director,2,Single,2084,26743,1,Yes,14,3,3,0,19,3,3,7,2,1,6
33,Yes,Travel_Rarely,917,Sales,1,3,Life Sciences,2666,4,Female,39,2,1,Manager,3,Single,2899,11900,1,Yes,16,3,4,1,21,5,3,21,5,2,0
45,No,Travel_Rarely,594,Research & Development,2,3,Marketing,2667,3,Female,79,3,1,Manager,3,Single,2106,24279,1,No,18,3,4,0,11,2,3,5,5,4,1
46,No,Travel_Rarely,781,Research & Development,23,3,Marketing,2668,3,Female,79,3,2,Healthcare Representative,4,Divorced,4909,26853,3,No,12,4,4,0,15,3,2,3,0,1,0
28,No,Travel_Rarely,262,Research & Development,6,3,Life Sciences,2669,3,Male,94,3,2,Manager,1,Single,5203,26521,6,No,14,3,1,1,17,3,3,7,0,1,0
49,Yes,Travel_Rarely,211,Sales,19,1,Marketing,2670,3,Female,42,3,2,Sales Representative,4,Single,4032,16416,2,No,15,3,4,0,9,0,2,9,7,0,3
38,No,Non-Travel,257,Research & Development,4,4,Life Sciences,2671,1,Male,73,3,1,Healthcare Representative,4,Married,3005,21924,1,No,12,3,2,2,15,1,2,4,0,1,4
30,Yes,Travel_Frequently,1321,Research & Development,7,3,Life Sciences,2672,2,Male,80,3,2,Research Scientist,3,Single,5105,12788,4,No,12,3,3,0,14,4,3,1,0,0,1
39,No,Travel_Frequently,661,Research & Development,2,1,Medical,2673,4,Male,87,3,2,Manufacturing Director,4,Married,5586,18170,9,No,11,3,1,1,20,2,4,10,2,0,2
41,Yes,Travel_Rarely,1234,Sales,8,5,Other,2674,3,Female,78,3,3,Manager,1,Divorced,9838,16244,0,No,19,3,3,0,7,2,3,1,1,1,1
31,No,Travel_Rarely,1301,Sales,17,3,Life Sciences,2675,4,Female,78,4,2,Sales Executive,3,Married,5681,4902,2,No,11,3,3,2,9,2,2,0,0,0,0
43,Yes,Travel_Rarely,706,Research & Development,6,4,Medical,2676,4,Female,61,3,2,Manager,4,Divorced,4663,25461,5,Yes,18,3,3,1,22,2,3,22,3,1,5
52,No,Travel_Rarely,650,Sales,7,1,Life Sciences,2677,4,Male,49,3,3,Manager,4,Married,6854,14545,3,No,16,3,4,0,12,2,2,12,0,2,1
50,Yes,Travel_Rarely,1400,Research & Development,16,3,Life Sciences,2678,4,Male,49,1,3,Research Scientist,4,Married,9081,26331,4,Yes,13,3,3,3,24,1,2,2,1,1,1
40,Yes,Travel_Rarely,840,Research & Development,16,2,Technical Degree,2679,1,Male,43,3,3,Manager,2,Married,8324,5092,3,No,15,3,2,1,12,3,3,12,5,1,12
32,No,Travel_Rarely,733,Research & Development,29,4,Other,2680,2,Female,86,3,1,Manager,4,Single,2756,13887,4,No,12,4,1,2,11,2,3,2,2,2,0
49,Yes,Travel_Frequently,311,Research & Development,10,3,Marketing,2681,4,Male,46,1,3,Manufacturing Director,2,Married,9138,4954,8,No,12,3,3,0,5,4,3,5,5,3,0
33,Yes,Travel_Rarely,1021,Sales,13,3,Other,2682,2,Female,95,1,2,Sales Executive,3,Married,5898,15464,3,No,16,3,4,0,4,3,3,4,2,2,4
35,Yes,Travel_Frequently,285,Sales,26,3,Medical,2683,4,Male,75,2,2,Sales Executive,4,Single,6279,20254,0,Yes,20,3,4,0,8,2,3,4,0,2,0
49,Yes,Travel_Rarely,1326,Research & Development,11,3,Life Sciences,2684,1,Male,71,3,3,Research Scientist,4,Single,8686,14717,6,No,14,3,4,2,14,3,3,2,2,0,2
39,Yes,Travel_Rarely,949,Sales,2,4,Marketing,2685,1,Male,79,3,1,Sales Representative,4,Single,2319,4869,1,Yes,15,3,3,1,7,1,3,2,2,0,2
39,No,Travel_Frequently,1247,Research & Development,8,4,Life Sciences,2686,4,Male,61,1,2,Healthcare Representative,4,Married,5763,20835,7,No,20,4,3,0,15,3,3,12,12,2,12
44,Yes,Travel_Rarely,881,Research & Development,8,2,Medical,2687,1,Male,51,3,1,Research Scientist,4,Divorced,2744,6643,1,No,15,3,3,1,11,1,3,11,4,2,0
26,Yes,Travel_Rarely,651,Research & Development,1,4,Marketing,2688,3,Male,93,3,3,Manager,3,Single,7107,6875,2,Yes,19,3,3,2,6,1,2,2,2,0,2
36,No,Non-Travel,992,Research & Development,1,3,Medical,2689,4,Male,65,3,3,Laboratory Technician,3,Single,7035,15892,0,No,20,3,2,0,14,3,2,9,2,1,1
41,No,Travel_Rarely,259,Sales,4,2,Technical Degree,2690,3,Female,76,3,1,Manager,4,Married,2559,10341,2,Yes,16,3,4,3,12,4,3,7,7,2,0
34,No,Travel_Rarely,1382,Research & Development,9,1,Marketing,2691,3,Female,93,3,2,Manager,2,Married,4425,21551,4,No,11,3,2,1,12,2,3,0,0,0,0
43,No,Travel_Rarely,1039,Research & Development,8,4,Life Sciences,2692,2,Female,43,3,3,Research Scientist,4,Married,8988,6533,2,No,11,4,1,2,13,1,2,13,2,0,0
44,Yes,Travel_Frequently,912,Sales,2,3,Life Sciences,2693,3,Female,72,1,1,Sales Executive,3,Single,2242,22416,7,No,13,3,4,0,30,5,4,30,7,1,15
21,No,Travel_Rarely,776,Sales,3,3,Life Sciences,2694,3,Female,86,3,1,Sales Executive,4,Married,2005,13062,0,No,12,3,4,0,24,2,3,24,2,1,4
34,No,Travel_Frequently,1435,Sales,1,2,Medical,2695,1,Female,47,3,1,Sales Executive,3,Divorced,3066,11938,0,No,17,3,1,2,5,3,2,4,4,4,0
18,Yes,Travel_Rarely,513,Research & Development,20,1,Life Sciences,2696,4,Male,91,3,5,Healthcare Representative,4,Divorced,17219,12389,3,Yes,16,3,3,2,11,3,3,1,0,0,1
45,No,Travel_Frequently,917,Research & Development,11,2,Technical Degree,2697,3,Female,70,2,3,Manufacturing Director,4,Single,7912,11644,0,Yes,11,4,1,3,17,3,3,6,0,0,6
34,No,Travel_Rarely,1398,Research & Development,7,2,Other,2698,4,Male,92,3,1,Manufacturing Director,4,Single,2802,20964,0,No,16,3,4,0,9,3,3,4,4,0,4
18,No,Travel_Rarely,769,Human Resources,13,3,Medical,2699,1,Male,78,4,3,Human Resources,4,Married,9338,11278,0,No,20,4,3,1,7,3,3,0,0,0,0
25,No,Travel_Frequently,906,Research & Development,11,3,Life Sciences,2700,2,Female,76,2,2,Manufacturing Director,1,Married,4323,5825,3,No,11,3,3,3,16,3,2,14,2,1,0
32,No,Travel_Rarely,511,Sales,10,3,Life Sciences,2701,4,Male,99,3,3,Manager,2,Married,7282,7989,2,No,16,3,4,1,11,3,3,7,2,2,0
43,No,Travel_Rarely,1228,Research & Development,11,3,Medical,2702,3,Male,33,3,3,Healthcare Representative,3,Single,8378,25923,3,Yes,16,3,4,3,33,4,3,33,5,11,6
48,No,Travel_Rarely,531,Sales,7,1,Other,2703,4,Female,86,4,3,Manager,3,Married,6733,11640,3,No,16,4,1,1,7,3,2,7,0,3,0
36,Yes,Travel_Frequently,243,Research & Development,13,3,Medical,2704,4,Male,82,3,1,Manager,1,Married,2280,24146,2,Yes,18,3,4,0,20,3,2,20,0,2,0
36,Yes,Travel_Rarely,1399,Research & Development,15,2,Other,2705,2,Male,68,3,1,Laboratory Technician,2,Single,2738,10024,0,No,16,3,4,2,17,3,4,17,1,0,0
39,Yes,Travel_Frequently,417,Research & Development,13,3,Technical Degree,2706,3,Female,84,3,3,Manufacturing Director,1,Married,8724,14447,3,No,15,4,3,1,23,3,4,2,2,0,1
28,Yes,Travel_Rarely,1326,Sales,1,4,Technical Degree,2707,1,Male,91,2,3,Sales Representative,4,Married,7371,21172,8,No,14,3,4,0,4,3,2,4,0,2,4
18,Yes,Travel_Rarely,1139,Sales,2,2,Life Sciences,2708,4,Female,83,3,3,Sales Executive,3,Married,10153,19908,0,No,17,3,3,0,4,2,3,0,0,0,0
35,No,Travel_Frequently,838,Research & Development,11,3,Life Sciences,2709,2,Male,98,3,3,Research Director,3,Married,8694,21552,1,No,18,3,4,1,26,3,3,26,13,3,1
30,No,Travel_Rarely,276,Research & Development,14,3,Life Sciences,2710,4,Male,43,4,5,Research Director,4,Divorced,15119,10228,1,Yes,11,3,3,0,5,0,3,5,5,5,5
50,No,Travel_Rarely,829,Research & Development,3,2,Technical Degree,2711,4,Male,51,3,5,Research Scientist,3,Single,18612,23294,2,Yes,16,3,3,1,17,2,3,8,8,0,2
34,Yes,Travel_Rarely,1255,Research & Development,4,4,Medical,2712,4,Male,81,2,1,Manager,2,Single,2557,26757,0,Yes,20,4,4,0,5,5,1,5,3,4,5
30,Yes,Travel_Rarely,983,Research & Development,11,4,Other,2713,1,Male,43,3,4,Manufacturing Director,4,Divorced,11809,2439,3,No,12,3,2,1,12,1,3,9,7,4,3
34,Yes,Travel_Rarely,556,Sales,4,4,Life Sciences,2714,4,Male,95,4,1,Sales Representative,4,Married,2399,26566,2,No,13,3,2,0,9,0,3,4,4,0,3
38,No,Travel_Rarely,1290,Research & Development,18,3,Life Sciences,2715,3,Female,58,4,1,Laboratory Technician,3,Married,2203,16701,1,No,17,3,3,3,6,5,2,4,1,0,0
39,Yes,Travel_Rarely,1050,Sales,1,3,Technical Degree,2716,3,Female,94,4,1,Manager,3,Single,3041,7033,0,Yes,19,3,4,0,11,1,3,6,6,4,4
48,Yes,Travel_Rarely,152,Sales,26,3,Human Resources,2717,1,Female,91,3,2,Sales Representative,1,Single,4828,5519,7,Yes,14,3,4,1,10,5,3,0,0,0,0
51,No,Travel_Rarely,277,Sales,5,3,Life Sciences,2718,1,Male,44,3,2,Manager,3,Married,4841,26019,0,No,15,3,1,0,17,2,3,6,1,2,0
24,No,Travel_Rarely,740,Research & Development,1,4,Life Sciences,2719,3,Male,73,2,2,Manager,3,Single,5993,17014,0,No,13,3,3,1,9,4,3,9,9,0,1
36,No,Travel_Rarely,1169,Research & Development,3,3,Marketing,2720,3,Male,91,2,1,Research Director,4,Married,2651,13507,6,No,15,3,4,0,12,3,3,7,3,0,3
53,Yes,Travel_Rarely,999,Research & Development,2,2,Life Sciences,2721,4,Female,87,3,3,Manager,1,Married,7147,12544,0,No,15,3,3,1,16,2,2,5,3,0,5
24,No,Travel_Frequently,193,Research & Development,2,3,Medical,2722,3,Male,44,4,5,Research Director,4,Single,19999,2834,0,No,16,3,3,0,10,4,4,2,2,2,1
35,No,Travel_Rarely,1429,Research & Development,7,1,Life Sciences,2723,2,Female,43,3,2,Manufacturing Director,2,Divorced,4997,24282,0,No,18,3,3,1,6,2,2,6,3,1,0
43,No,Travel_Rarely,601,Research & Development,29,1,Technical Degree,2724,1,Male,96,3,2,Healthcare Representative,1,Married,5364,7810,3,No,12,3,3,0,17,3,3,7,5,1,7
41,Yes,Travel_Frequently,779,Research & Development,1,2,Life Sciences,2725,3,Female,84,3,1,Manager,3,Married,3000,17234,9,Yes,11,3,1,1,12,2,2,12,1,0,2
34,No,Non-Travel,931,Research & Development,7,4,Life Sciences,2726,4,Male,53,2,2,Laboratory Technician,4,Married,5449,8201,3,Yes,13,3,4,2,15,1,2,9,9,3,2
47,No,Travel_Rarely,987,Research & Development,2,1,Life Sciences,2727,4,Female,80,2,3,Healthcare Representative,3,Single,7325,3050,0,No,11,4,4,1,10,3,3,10,0,5,1
46,Yes,Travel_Frequently,506,Research & Development,20,4,Life Sciences,2728,2,Male,87,4,3,Manufacturing Director,3,Single,9874,21499,7,Yes,19,3,3,1,12,2,3,0,0,0,0
40,No,Travel_Rarely,111,Research & Development,26,4,Technical Degree,2729,3,Female,57,1,5,Manager,3,Married,19931,8837,0,No,14,3,2,1,12,0,3,12,4,6,7
32,Yes,Travel_Frequently,230,Research & Development,19,2,Human Resources,2730,3,Male,43,3,1,Manager,3,Single,2291,19686,0,No,18,3,1,1,10,2,2,7,1,2,5
37,No,Travel_Frequently,769,Sales,10,3,Medical,2731,3,Female,55,3,2,Manager,3,Married,5860,17087,1,No,13,3,3,1,23,2,3,23,6,1,0
26,No,Travel_Rarely,1475,Research & Development,10,3,Life Sciences,2732,4,Male,92,4,2,Research Director,2,Married,6413,19386,2,No,16,3,1,0,17,3,1,11,8,2,3
48,No,Travel_Rarely,743,Sales,3,2,Medical,2733,4,Female,79,3,4,Manager,3,Married,14584,22125,0,No,20,3,3,0,15,3,2,4,0,3,1
40,No,Travel_Rarely,335,Research & Development,21,2,Life Sciences,2734,1,Male,74,4,5,Research Scientist,3,Divorced,18687,13627,9,No,14,3,3,0,14,3,3,14,8,0,4
38,No,Travel_Rarely,1366,Research & Development,2,4,Medical,2735,1,Female,52,3,2,Research Director,1,Single,5135,24166,6,No,14,4,1,0,19,2,2,11,0,0,4
36,Yes,Travel_Rarely,711,Research & Development,4,2,Marketing,2736,3,Female,40,3,1,Research Scientist,4,Single,2516,24117,1,No,12,3,4,1,13,2,4,13,6,0,0
38,Yes,Non-Travel,343,Research & Development,3,2,Life Sciences,2737,2,Female,60,3,5,Healthcare Representative,2,Married,15638,12100,0,No,16,4,4,1,19,4,2,13,1,3,11
38,No,Travel_Rarely,866,Sales,3,4,Marketing,2738,4,Male,48,3,1,Sales Executive,4,Married,3010,18832,1,No,15,3,3,0,3,2,3,3,2,3,3
